shared name	Human Readable Label	Xref ID	Xref
P61086	UBE2K	GO:0005634|GO:0043161|GO:0032433|GO:0005829|GO:0016567|R-HSA-8866652|GO:0004842|GO:0031625|ENST00000261427|ENST00000445950|ENST00000503368|GO:0005737|GO:0005524|GO:0034450|GO:0070936|GO:0006511|NP_001104583.1|NP_005330.1|IPR009060|IPR015940|IPR000608|IPR023313|IPR016135|1YLA|2O25|3E46|3F92|3K9O|3K9P|GO:0070062|ENSG00000078140|ENSP00000261427|ENSP00000390483|ENSP00000421203|R-HSA-936440|R-HSA-983168|5DFL|GO:0032434|GO:0010800|GO:0010994|GO:0035458|GO:0060340|NP_001104582.1|GO:0070059	nucleus|proteasome-mediated ubiquitin-dependent protein catabolic process|filopodium tip|cytosol|protein ubiquitination|ubiquitin-protein transferase activity|ubiquitin protein ligase binding|cytoplasm|ATP binding|ubiquitin-ubiquitin ligase activity|protein K48-linked ubiquitination|ubiquitin-dependent protein catabolic process|UBA-like|Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote|Ubiquitin-conjugating enzyme, E2|Ubiquitin-conjugating enzyme/RWD-like|extracellular exosome|regulation of proteasomal ubiquitin-dependent protein catabolic process|positive regulation of peptidyl-threonine phosphorylation|free ubiquitin chain polymerization|cellular response to interferon-beta|positive regulation of type I interferon-mediated signaling pathway|intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
P06748	NPM1	GO:0046599|GO:0005829|GO:0016032|GO:0004860|GO:0044387|GO:0045727|GO:0060735|R-HSA-6804115|GO:0006977|GO:0008284|GO:0045893|GO:1902751|IPR032569|GO:0006357|5EHD|GO:0030957|GO:0042393|GO:0042803|GO:0043066|GO:0046982|GO:0051059|GO:0051082|GO:0005634|GO:0005737|GO:0005813|GO:0006334|GO:0006950|GO:0008104|GO:0019901|GO:0005925|ENST00000296930|ENST00000351986|ENST00000393820|ENST00000517671|ENSG00000181163|ENSP00000296930|ENSP00000341168|ENSP00000377408|ENSP00000428755|GO:0016020|R-HSA-180746|R-HSA-606279|NP_001032827.1|R-HSA-8869496|GO:0008285|GO:0010826|GO:0006913|GO:0051092|GO:0051259|GO:0032071|GO:0060699|GO:0042255|GO:0007165|2P1B|2VXD|2LLH|NP_002511.1|NP_954654.1|IPR004301|IPR024057|GO:0005730|GO:0005654|GO:0030529|GO:0031616|GO:0003723|GO:0043023|GO:0003713|GO:0043024|GO:0007569|GO:0034080|GO:0007098|GO:0006281|GO:0006886	regulation of centriole replication|cytosol|viral process|protein kinase inhibitor activity|negative regulation of protein kinase activity by regulation of protein phosphorylation|positive regulation of translation|regulation of eIF2 alpha phosphorylation by dsRNA|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|positive regulation of cell proliferation|positive regulation of transcription, DNA-templated|positive regulation of cell cycle G2/M phase transition|regulation of transcription from RNA polymerase II promoter|Tat protein binding|histone binding|protein homodimerization activity|negative regulation of apoptotic process|protein heterodimerization activity|NF-kappaB binding|unfolded protein binding|nucleus|cytoplasm|centrosome|nucleosome assembly|response to stress|protein localization|protein kinase binding|focal adhesion|membrane|negative regulation of cell proliferation|negative regulation of centrosome duplication|nucleocytoplasmic transport|positive regulation of NF-kappaB transcription factor activity|protein oligomerization|regulation of endodeoxyribonuclease activity|regulation of endoribonuclease activity|ribosome assembly|signal transduction|Nucleoplasmin|nucleolus|nucleoplasm|intracellular ribonucleoprotein complex|spindle pole centrosome|RNA binding|ribosomal large subunit binding|transcription coactivator activity|ribosomal small subunit binding|cell aging|CENP-A containing nucleosome assembly|centrosome cycle|DNA repair|intracellular protein transport
O00410	IPO5	GO:0005730|XP_016876051.1|XP_011519389.1|XP_011519390.1|XP_011519391.1|XP_011519392.1|GO:0003723|GO:0000059|GO:0000060|GO:0008139|GO:0034399|XP_005254109.1|XP_005254110.1|GO:0005634|ENST00000261574|ENST00000357602|ENST00000490680|GO:0031965|GO:0016020|ENSG00000065150|ENSP00000261574|ENSP00000350219|ENSP00000418393|GO:0008536|GO:0042307|GO:0071230|GO:0005737|GO:0005643|GO:0005095|GO:0008565|GO:0006607|GO:0006610|NP_002262.3|IPR011989|IPR016024|IPR000357|IPR001494|IPR034085|R-HSA-192905|GO:0016032	nucleolus|RNA binding|obsolete protein import into nucleus, docking|protein import into nucleus, translocation|nuclear localization sequence binding|nuclear periphery|nucleus|nuclear membrane|membrane|Ran GTPase binding|positive regulation of protein import into nucleus|cellular response to amino acid stimulus|cytoplasm|nuclear pore|GTPase inhibitor activity|protein transporter activity|NLS-bearing protein import into nucleus|ribosomal protein import into nucleus|Armadillo-like helical|Armadillo-type fold|HEAT|Importin-beta, N-terminal|viral process
Q9UL18	AGO1	4KRE|4KRF|GO:0048015|GO:0000978|GO:0005654|GO:0010586|GO:0035198|GO:0045944|R-HSA-1257604|R-HSA-1912408|R-HSA-203927|R-HSA-2559580|R-HSA-2559585|R-HSA-4086398|R-HSA-426486|R-HSA-426496|R-HSA-5578749|R-HSA-5687128|GO:0003725|GO:0003727|GO:0010501|GO:0016442|GO:0031054|GO:0035196|GO:0035280|GO:0070578|NP_001304051.1|NP_001304052.1|GO:1901224|GO:0031047|GO:0035194|IPR032472|IPR032473|IPR032474|GO:0007223|R-HSA-5628897|GO:0000932|GO:0005829|GO:0035068|GO:0005844|GO:0003723|GO:0035278|GO:0000956|GO:0006351|NP_036331.1|IPR014811|IPR003100|IPR003165|IPR012337|1SI2|1SI3|GO:0005737|GO:0030529|ENST00000373204|4KXT|GO:0000993|GO:0001047|GO:0005634|ENSG00000092847|ENSP00000362300|26523	phosphatidylinositol-mediated signaling|RNA polymerase II core promoter proximal region sequence-specific DNA binding|nucleoplasm|miRNA metabolic process|miRNA binding|positive regulation of transcription from RNA polymerase II promoter|double-stranded RNA binding|single-stranded RNA binding|RNA secondary structure unwinding|RISC complex|pre-miRNA processing|production of miRNAs involved in gene silencing by miRNA|miRNA loading onto RISC involved in gene silencing by miRNA|RISC-loading complex|positive regulation of NIK/NF-kappaB signaling|gene silencing by RNA|posttranscriptional gene silencing by RNA|Wnt signaling pathway, calcium modulating pathway|P-body|cytosol|micro-ribonucleoprotein complex|polysome|RNA binding|miRNA mediated inhibition of translation|nuclear-transcribed mRNA catabolic process|transcription, DNA-templated|Region of unknown function DUF1785|Argonaute and Dicer protein, PAZ|Stem cell self-renewal protein Piwi|Polynucleotidyl transferase, Ribonuclease H fold|cytoplasm|intracellular ribonucleoprotein complex|RNA polymerase II core binding|core promoter binding|nucleus|identity
P62491	RAB11A	GO:0045335|GO:0019905|IPR027417|R-HSA-5620912|R-HSA-5620916|R-HSA-1445148|R-HSA-432040|5C46|5C4G|5EUQ|GO:0007264|5JCZ|4UJ3|4UJ4|4UJ5|GO:0061024|GO:0097711|GO:0098887|R-HSA-8854214|R-HSA-8873719|GO:1903078|5EZ5|5FBL|5FBQ|5FBR|5FBV|5FBW|4C4P|GO:0030424|GO:0045773|GO:0048471|GO:0016192|GO:0003091|GO:0005829|GO:0005771|GO:0010796|GO:0031489|GO:0036258|GO:0090150|GO:1990182|GO:0070062|GO:0043234|GO:0005794|GO:0000922|GO:0007080|GO:0008017|GO:0010634|GO:0010971|GO:0030953|GO:0031410|GO:0031982|GO:0051650|GO:0055038|GO:0060627|GO:0072594|GO:0090307|GO:0030659|GO:0030133|GO:0048169|GO:0051223|2GZD|2GZH|2HV8|ENST00000261890|ENST00000569896|4D0L|4D0M|ENSG00000103769|ENSP00000261890|ENSP00000456420|GO:0032154|GO:0005886|GO:0005802|GO:0005525|GO:0003924|GO:0000910|GO:0031175|GO:0048227|GO:0072659|NP_001193765.1|NP_004654.1|IPR005225|IPR001806|1OIV|1OIW|1OIX|1YZK|2D7C|GO:0005739|4LWZ|4LX0|GO:0032402|GO:0055037	phagocytic vesicle|syntaxin binding|small GTPase mediated signal transduction|membrane organization|ciliary basal body docking|neurotransmitter receptor transport, endosome to postsynaptic membrane|positive regulation of protein localization to plasma membrane|axon|positive regulation of axon extension|perinuclear region of cytoplasm|vesicle-mediated transport|renal water homeostasis|cytosol|multivesicular body|regulation of multivesicular body size|myosin V binding|multivesicular body assembly|establishment of protein localization to membrane|exosomal secretion|extracellular exosome|protein complex|Golgi apparatus|spindle pole|mitotic metaphase plate congression|microtubule binding|positive regulation of epithelial cell migration|positive regulation of G2/M transition of mitotic cell cycle|astral microtubule organization|cytoplasmic vesicle|vesicle|establishment of vesicle localization|recycling endosome membrane|regulation of vesicle-mediated transport|establishment of protein localization to organelle|mitotic spindle assembly|cytoplasmic vesicle membrane|transport vesicle|regulation of long-term neuronal synaptic plasticity|regulation of protein transport|cleavage furrow|plasma membrane|trans-Golgi network|GTP binding|GTPase activity|cytokinesis|neuron projection development|plasma membrane to endosome transport|protein localization to plasma membrane|Small GTP-binding protein|Ras GTPase|mitochondrion|melanosome transport|recycling endosome|identity
P24539	ATP5F1	GO:0006754|GO:0005654|GO:0099132|GO:0005739|GO:0005743|GO:0005753|GO:0015986|GO:0022857|GO:0005634|ENST00000369722|R-HSA-163210|GO:0043209|GO:0016020|GO:0021762|GO:0015078|GO:0070062|ENSG00000116459|ENSP00000358737|GO:0005759|GO:0000276|GO:0042776|NP_001679.2|IPR008688|IPR013837	ATP biosynthetic process|nucleoplasm|ATP hydrolysis coupled cation transmembrane transport|mitochondrion|mitochondrial inner membrane|mitochondrial proton-transporting ATP synthase complex|ATP synthesis coupled proton transport|transmembrane transporter activity|nucleus|myelin sheath|membrane|substantia nigra development|hydrogen ion transmembrane transporter activity|extracellular exosome|mitochondrial matrix|mitochondrial proton-transporting ATP synthase complex, coupling factor |mitochondrial ATP synthesis coupled proton transport|ATPase, F0 complex, subunit B, mitochondrial|ATPase, F0 complex subunit B, mitochondrial, metazoa
P53396	ACLY	GO:0005654|R-HSA-163765|R-HSA-75105|ENSP00000345398|ENSP00000377474|ENST00000353196|ENST00000393896|GO:0006633|GO:0006085|IPR032263|GO:0009346|IPR016142|IPR033847|R-HSA-6798695|GO:0005576|GO:0035578|GO:0043312|GO:1904813|XP_005257452.1|GO:0008610|NP_001290203.1|NP_001290204.1|ENST00000352035|ENST00000590151|GO:0005829|GO:0005524|GO:0003878|GO:0046872|GO:0006101|GO:0035338|GO:0031325|NP_001087.2|NP_942127.1|IPR014608|IPR013816|IPR017440|IPR016143|IPR002020|IPR003781|IPR005811|IPR016040|IPR017866|IPR016102|3MWD|3MWE|GO:0070062|ENSG00000131473|ENSP00000253792|ENSP00000466259|3PFF|ENSP00000445349|ENST00000537919|GO:0048037|GO:0005886|GO:0016020|GO:0006107|GO:0006695	nucleoplasm|fatty acid biosynthetic process|acetyl-CoA biosynthetic process|citrate lyase complex|Citrate synthase-like, large alpha subdomain|extracellular region|azurophil granule lumen|neutrophil degranulation|ficolin-1-rich granule lumen|lipid biosynthetic process|cytosol|ATP binding|ATP citrate synthase activity|metal ion binding|citrate metabolic process|long-chain fatty-acyl-CoA biosynthetic process|positive regulation of cellular metabolic process|ATP-citrate synthase|ATP-grasp fold, subdomain 2|ATP-citrate lyase/succinyl-CoA ligase, active site|Citrate synthase-like, small alpha subdomain|Citrate synthase-like|CoA-binding|ATP-citrate lyase/succinyl-CoA ligase|NA|Succinyl-CoA synthetase-like|extracellular exosome|cofactor binding|plasma membrane|membrane|oxaloacetate metabolic process|cholesterol biosynthetic process
P20618	PSMB1	GO:0090090|GO:0090263|GO:0043488|GO:0050852|R-HSA-202424|5A0Q|GO:0005576|GO:0010972|GO:0016579|GO:0031146|GO:0034774|GO:0043312|GO:0055085|GO:0061418|GO:1904813|5GJQ|5GJR|5L4G|5LE5|5LEX|5LEY|5LEZ|5LF0|5LF1|5LF3|5LF4|5LF6|5LF7|5T0C|5T0G|5T0H|5T0I|5T0J|R-HSA-1234176|R-HSA-382556|R-HSA-5678895|R-HSA-5689603|R-HSA-5689880|R-HSA-6798695|R-HSA-8854050|5L5B|5L5D|5L5E|5L5F|5L5H|5L5I|5L5J|5L5O|5L5P|5L5Q|5L5R|5L5S|5L5T|5L5U|5L5V|5L5W|5L5X|5L5Y|5L5Z|5L60|5L61|5L62|5L63|5L64|IPR016050|IPR001353|IPR023333|GO:0000502|GO:0043161|GO:0060071|R-HSA-69481|R-HSA-8852276|R-HSA-1169091|R-HSA-1236974|R-HSA-1236978|R-HSA-174084|R-HSA-174113|R-HSA-174154|R-HSA-174178|R-HSA-174184|ENSG00000008018|ENSP00000262193|GO:0070062|R-HSA-69229|R-HSA-69601|R-HSA-983168|R-HSA-180534|R-HSA-180585|R-HSA-187577|R-HSA-195253|R-HSA-211733|R-HSA-2467813|R-HSA-2871837|R-HSA-349425|R-HSA-350562|R-HSA-450408|R-HSA-4608870|R-HSA-4641257|R-HSA-4641258|R-HSA-5358346|R-HSA-5362768|R-HSA-5607761|R-HSA-5607764|R-HSA-5610780|R-HSA-5610783|R-HSA-5610785|R-HSA-5632684|R-HSA-5658442|R-HSA-5668541|R-HSA-5676590|R-HSA-5687128|R-HSA-68827|R-HSA-68949|R-HSA-69017|GO:0005634|IPR029055|ENST00000262193|GO:0002223|4R3O|4R67|GO:0000165|GO:0033209|GO:0038061|GO:0038095|GO:0002479|GO:0005829|GO:0005654|GO:0005839|GO:0004298|GO:0031145|GO:0051436|GO:0051437|GO:0000209|GO:0006521|GO:0016032|NP_002784.1	negative regulation of canonical Wnt signaling pathway|positive regulation of canonical Wnt signaling pathway|regulation of mRNA stability|T cell receptor signaling pathway|extracellular region|negative regulation of G2/M transition of mitotic cell cycle|protein deubiquitination|SCF-dependent proteasomal ubiquitin-dependent protein catabolic process|secretory granule lumen|neutrophil degranulation|transmembrane transport|regulation of transcription from RNA polymerase II promoter in response to hypoxia|ficolin-1-rich granule lumen|Proteasome, beta-type subunit, conserved site|20S proteasome, A and B subunits|proteasome complex|proteasome-mediated ubiquitin-dependent protein catabolic process|Wnt signaling pathway, planar cell polarity pathway|extracellular exosome|nucleus|stimulatory C-type lectin receptor signaling pathway|MAPK cascade|tumor necrosis factor-mediated signaling pathway|NIK/NF-kappaB signaling|Fc-epsilon receptor signaling pathway|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|cytosol|nucleoplasm|proteasome core complex|threonine-type endopeptidase activity|anaphase-promoting complex-dependent catabolic process|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition|protein polyubiquitination|regulation of cellular amino acid metabolic process|viral process
O15111	CHUK	GO:0005654|GO:0003009|GO:0007266|GO:0009636|GO:0032496|GO:0033194|GO:0042493|GO:0043200|GO:0051146|GO:0010803|GO:0051403|R-HSA-5357905|R-HSA-5357956|R-HSA-5684264|GO:0002479|R-HSA-1236974|GO:0010034|R-HSA-1169091|R-HSA-168638|R-HSA-1810476|R-HSA-198323|R-HSA-202424|R-HSA-2871837|R-HSA-445989|R-HSA-446652|R-HSA-5602636|R-HSA-5603027|R-HSA-5603029|R-HSA-5607761|R-HSA-5607764|R-HSA-5674400|R-HSA-5676590|R-HSA-933542|R-HSA-933543|R-HSA-937039|R-HSA-937041|R-HSA-975144|GO:0018105|GO:0033209|5EBZ|5TQW|5TQX|5TQY|GO:0042803|GO:0045944|GO:0046982|GO:0071356|GO:0004672|GO:0005737|GO:0005829|GO:0006468|GO:0006955|GO:0007249|GO:0007252|GO:0097110|ENST00000370397|ENSG00000213341|ENSP00000359424|GO:0008385|GO:0006954|GO:0009615|GO:0035666|GO:0002223|GO:0009653|GO:0038095|NP_001269.3|IPR022007|IPR011009|IPR000719|IPR017441|IPR008271|3BRT|GO:0035631|GO:0009898|GO:0005524|GO:0008384|GO:0045087|GO:0070423|GO:0043123|GO:0051092|GO:0050852|GO:0038061|GO:0043231	nucleoplasm|skeletal muscle contraction|Rho protein signal transduction|response to toxic substance|response to lipopolysaccharide|response to hydroperoxide|response to drug|response to amino acid|striated muscle cell differentiation|regulation of tumor necrosis factor-mediated signaling pathway|stress-activated MAPK cascade|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|response to acetate|peptidyl-serine phosphorylation|tumor necrosis factor-mediated signaling pathway|protein homodimerization activity|positive regulation of transcription from RNA polymerase II promoter|protein heterodimerization activity|cellular response to tumor necrosis factor|protein kinase activity|cytoplasm|cytosol|protein phosphorylation|immune response|I-kappaB kinase/NF-kappaB signaling|I-kappaB phosphorylation|scaffold protein binding|IkappaB kinase complex|inflammatory response|response to virus|TRIF-dependent toll-like receptor signaling pathway|stimulatory C-type lectin receptor signaling pathway|anatomical structure morphogenesis|Fc-epsilon receptor signaling pathway|Protein kinase-like|Protein kinase, core|Protein kinase ATP binding, conserved site|Serine/threonine protein kinase, active site|CD40 receptor complex|cytoplasmic side of plasma membrane|ATP binding|IkappaB kinase activity|innate immune response|nucleotide-binding oligomerization domain containing signaling pathway|positive regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of NF-kappaB transcription factor activity|T cell receptor signaling pathway|NIK/NF-kappaB signaling|intracellular membrane-bounded organelle
Q8TEX9	IPO4	GO:0016020|GO:0000059|GO:0000060|GO:0006607|GO:0006610|GO:0008139|GO:0008565|GO:0031965|GO:0034399|IPR034085|ENSG00000196497|ENSP00000346453|GO:0000790|GO:0006335|GO:0006336|GO:0043234|ENST00000354464|GO:0015031|IPR000357|GO:0005737|NP_078934.3|IPR011989|IPR016024|IPR021133|IPR001494	membrane|obsolete protein import into nucleus, docking|protein import into nucleus, translocation|NLS-bearing protein import into nucleus|ribosomal protein import into nucleus|nuclear localization sequence binding|protein transporter activity|nuclear membrane|nuclear periphery|nuclear chromatin|DNA replication-dependent nucleosome assembly|DNA replication-independent nucleosome assembly|protein complex|protein transport|HEAT|cytoplasm|Armadillo-like helical|Armadillo-type fold|Importin-beta, N-terminal
P61077	UBE2D3	GO:0061631|GO:0010008|4R8P|GO:0035666|GO:0051865|5IFR|5EGG|R-HSA-8866654|4S3O|GO:0000209|GO:0006464|GO:0006511|GO:0016567|4BVU|R-HSA-1234176|R-HSA-2173795|R-HSA-936440|R-HSA-937041|R-HSA-983168|R-HSA-201451|GO:0070062|ENSP00000318494|ENSP00000337208|ENSP00000344069|ENSP00000345285|ENSP00000349722|ENSP00000378280|ENSP00000378282|ENSP00000378283|ENSP00000396901|GO:1903955|3UGB|GO:0000122|GO:0061418|ENST00000321805|ENST00000338145|ENST00000343106|ENST00000349311|ENST00000357194|ENST00000394801|ENST00000394803|ENST00000394804|ENST00000453744|GO:0005829|GO:0005654|GO:0005886|GO:0005524|GO:0004842|GO:0006915|GO:0030509|GO:0006281|GO:0043161|GO:0070979|GO:0070936|GO:0006513|NP_003331.1|NP_871615.1|NP_871616.1|NP_871617.1|NP_871618.1|NP_871619.1|NP_871620.1|NP_871621.1|NP_871622.1|ENSG00000109332|IPR000608|IPR023313|IPR016135|1X23|2FUH|3L1Z|3RPG	ubiquitin conjugating enzyme activity|endosome membrane|TRIF-dependent toll-like receptor signaling pathway|protein autoubiquitination|protein polyubiquitination|cellular protein modification process|ubiquitin-dependent protein catabolic process|protein ubiquitination|extracellular exosome|positive regulation of protein targeting to mitochondrion|negative regulation of transcription from RNA polymerase II promoter|regulation of transcription from RNA polymerase II promoter in response to hypoxia|cytosol|nucleoplasm|plasma membrane|ATP binding|ubiquitin-protein transferase activity|apoptotic process|BMP signaling pathway|DNA repair|proteasome-mediated ubiquitin-dependent protein catabolic process|protein K11-linked ubiquitination|protein K48-linked ubiquitination|protein monoubiquitination|Ubiquitin-conjugating enzyme, E2|Ubiquitin-conjugating enzyme/RWD-like
P51149	RAB7A	GO:0030670|GO:0042147|GO:1903543|GO:2000785|GO:0045453|GO:0090383|GO:0090385|GO:0097208|IPR027417|GO:0022615|GO:0034045|GO:0043195|GO:0000421|GO:0033162|GO:0007264|GO:0005886|GO:0030667|GO:0043312|GO:0061024|R-HSA-8854214|R-HSA-8873719|GO:0005811|GO:0031902|GO:0032419|GO:0061724|GO:0010008|GO:1902583|GO:1903542|GO:1905366|GO:1905394|R-HSA-6798695|R-HSA-8876198|GO:0005764|GO:0006897|GO:0015031|GO:0090382|GO:0005829|GO:0019076|GO:0045732|GO:0048524|GO:0070062|GO:0005794|GO:0005770|GO:0045335|GO:0019003|GO:0005525|GO:0003924|GO:0008333|GO:0007174|NP_004628.4|IPR005225|IPR001806|1T91|1YHN|3LAW|ENSG00000075785|ENSP00000265062|R-HSA-2132295|GO:0005765|GO:0006622|GO:0019886|GO:0045022|ENST00000265062	phagocytic vesicle membrane|retrograde transport, endosome to Golgi|positive regulation of exosomal secretion|regulation of autophagosome assembly|bone resorption|phagosome acidification|phagosome-lysosome fusion|alveolar lamellar body|protein to membrane docking|pre-autophagosomal structure membrane|terminal bouton|autophagosome membrane|melanosome membrane|small GTPase mediated signal transduction|plasma membrane|secretory granule membrane|neutrophil degranulation|membrane organization|lipid particle|late endosome membrane|extrinsic component of lysosome membrane|lipophagy|endosome membrane|multi-organism intracellular transport|negative regulation of exosomal secretion|negative regulation of intralumenal vesicle formation|retromer complex binding|lysosome|endocytosis|protein transport|phagosome maturation|cytosol|viral release from host cell|positive regulation of protein catabolic process|positive regulation of viral process|extracellular exosome|Golgi apparatus|late endosome|phagocytic vesicle|GDP binding|GTP binding|GTPase activity|endosome to lysosome transport|epidermal growth factor catabolic process|Small GTP-binding protein|Ras GTPase|lysosomal membrane|protein targeting to lysosome|antigen processing and presentation of exogenous peptide antigen via MHC class II|early endosome to late endosome transport
O14920	IKBKB	GO:0043066|GO:0010803|GO:0042325|GO:0051403|R-HSA-5357905|R-HSA-5357956|R-HSA-5684264|GO:0030866|GO:0033209|GO:0035509|GO:0070498|GO:0090002|GO:1903140|GO:1903347|GO:0002479|R-HSA-1236974|R-HSA-1169091|R-HSA-168638|R-HSA-1810476|R-HSA-202424|R-HSA-209543|R-HSA-209560|R-HSA-2871837|R-HSA-445989|R-HSA-446652|R-HSA-5603027|R-HSA-5603029|R-HSA-5607764|R-HSA-933542|R-HSA-933543|R-HSA-937039|R-HSA-937041|R-HSA-975144|GO:0009653|GO:0042501|GO:0042803|GO:0045944|GO:0046982|GO:0071356|IPR000626|GO:0004672|GO:0004674|GO:0005829|GO:0006468|GO:0007249|GO:0019901|GO:0045893|IPR022007|IPR011009|IPR000719|IPR008271|3BRT|3BRV|GO:0097110|IPR029071|ENST00000416505|ENST00000519735|ENST00000520810|ENST00000520835|ENSG00000104365|ENSP00000404920|ENSP00000430483|ENSP00000430684|ENSP00000430868|GO:0008385|GO:0006954|GO:0009615|GO:0035666|GO:0045121|GO:0002223|NP_001229707.1|GO:0005634|GO:0035631|GO:0009898|GO:0005524|GO:0008384|GO:0045087|GO:0070423|GO:0043123|GO:0051092|GO:0050852|NP_001177649.1|NP_001547.1|GO:0038095|4E3C|4KIK|O14920|3551	negative regulation of apoptotic process|regulation of tumor necrosis factor-mediated signaling pathway|regulation of phosphorylation|stress-activated MAPK cascade|cortical actin cytoskeleton organization|tumor necrosis factor-mediated signaling pathway|negative regulation of myosin-light-chain-phosphatase activity|interleukin-1-mediated signaling pathway|establishment of protein localization to plasma membrane|regulation of establishment of endothelial barrier|negative regulation of bicellular tight junction assembly|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|anatomical structure morphogenesis|serine phosphorylation of STAT protein|protein homodimerization activity|positive regulation of transcription from RNA polymerase II promoter|protein heterodimerization activity|cellular response to tumor necrosis factor|Ubiquitin|protein kinase activity|protein serine/threonine kinase activity|cytosol|protein phosphorylation|I-kappaB kinase/NF-kappaB signaling|protein kinase binding|positive regulation of transcription, DNA-templated|Protein kinase-like|Protein kinase, core|Serine/threonine protein kinase, active site|scaffold protein binding|IkappaB kinase complex|inflammatory response|response to virus|TRIF-dependent toll-like receptor signaling pathway|membrane raft|stimulatory C-type lectin receptor signaling pathway|nucleus|CD40 receptor complex|cytoplasmic side of plasma membrane|ATP binding|IkappaB kinase activity|innate immune response|nucleotide-binding oligomerization domain containing signaling pathway|positive regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of NF-kappaB transcription factor activity|T cell receptor signaling pathway|Fc-epsilon receptor signaling pathway|identity
Q5XKP0	MIC13	GO:0005654|GO:0005739|XP_016881737.1|ENSG00000174917|ENSP00000309561|ENST00000309324|GO:0005743|GO:0042407|GO:0044284|GO:0061617|NP_001295169.1|NP_991330.1|IPR026769	nucleoplasm|mitochondrion|mitochondrial inner membrane|cristae formation|mitochondrial crista junction|MICOS complex
Q9NR28	DIABLO	GO:0035631|GO:0005829|GO:0009898|GO:0005758|GO:0008635|GO:0008625|NP_063940.1|IPR015142|IPR009062|1FEW|1G3F|1G73|1TW6|4TX5|GO:0043065|GO:0005739|GO:0006915|GO:0006919|ENST00000353548|ENST00000443649|ENST00000267169|ENST00000464942|ENSP00000442360|R-HSA-111457|R-HSA-111463|R-HSA-111464|ENSP00000267169|ENSG00000184047|ENSP00000320343|ENSP00000398495|GO:0097193|3UIH|3UIJ|NP_001265231.1|NP_001265232.1|NP_001265233.1|NP_001265271.1|NP_620308.1|1XB0|1XB1|3D9U|GO:0051402|GO:0008631|1OXQ	CD40 receptor complex|cytosol|cytoplasmic side of plasma membrane|mitochondrial intermembrane space|activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c|extrinsic apoptotic signaling pathway via death domain receptors|Second mitochondria-derived activator of caspase/Direct IAP-binding protein with low PI|Second mitochondria-derived activator of caspase/direct IAP-binding protein with low PI-like|positive regulation of apoptotic process|mitochondrion|apoptotic process|activation of cysteine-type endopeptidase activity involved in apoptotic process|intrinsic apoptotic signaling pathway|neuron apoptotic process|intrinsic apoptotic signaling pathway in response to oxidative stress
Q02543	RPL18A	4V6X|R-HSA-72764|R-HSA-975956|R-HSA-975957|GO:0006364|R-HSA-6791226|R-HSA-2408557|5T2C|GO:0097327|GO:0005829|GO:0006412|4UG0|R-HSA-156827|R-HSA-156902|R-HSA-1799339|R-HSA-192823|R-HSA-72689|R-HSA-72706|IPR028877|ENSG00000105640|ENSP00000222247|GO:0016020|GO:0000184|GO:0006413|GO:0006614|5AJ0|GO:0022625|GO:0003723|GO:0003735|GO:0019083|NP_000971.1|IPR021138|IPR023573|ENST00000222247	rRNA processing|response to antineoplastic agent|cytosol|translation|membrane|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|translational initiation|SRP-dependent cotranslational protein targeting to membrane|cytosolic large ribosomal subunit|RNA binding|structural constituent of ribosome|viral transcription
O95260	ATE1	ENST00000369043|ENST00000224652|IPR030700|NP_001275663.1|NP_001275664.1|NP_001275665.1|ENSG00000107669|ENSP00000224652|ENSP00000358039|NP_001001976.1|NP_008972.2|IPR016181|IPR017137|IPR007472|IPR007471|GO:0005737|GO:0005634|GO:0004057|GO:0016598	Acyl-CoA N-acyltransferase|Arginine-tRNA--protein transferase 1, eukaryotic|Arginine-tRNA-protein transferase, C-terminal|Arginine-tRNA-protein transferase, N-terminal|cytoplasm|nucleus|arginyltransferase activity|protein arginylation
